,text,category,polarity,polarity_id,label,question,answer
4111,The waitress suggested glasses of wine that went very well with the food.,food,negative,2,0,which category in the text is negative,food
4112,The waitress suggested glasses of wine that went very well with the food.,service,neutral,1,0,which category in the text is neutral,service
4113,The waitress suggested glasses of wine that went very well with the food.,service,negative,2,0,which category in the text is negative,service
4114,"(or sister, in my case!).",anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
4115,"(or sister, in my case!).",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
4116,I've eaten at many different Indian restaurants.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
4117,I've eaten at many different Indian restaurants.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
4118,"They might be all business at the counter when you give your order, but their food says I love you.",food,neutral,1,0,which category in the text is neutral,food
4119,"They might be all business at the counter when you give your order, but their food says I love you.",food,negative,2,0,which category in the text is negative,food
4120,"They might be all business at the counter when you give your order, but their food says I love you.",service,positive,0,0,which category in the text is positive,service
4121,"They might be all business at the counter when you give your order, but their food says I love you.",service,neutral,1,0,which category in the text is neutral,service
4122,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",food,neutral,1,0,which category in the text is neutral,food
4123,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",food,negative,2,0,which category in the text is negative,food
4124,Try their plain pizza with fresh garlic or eggplant.,food,neutral,1,0,which category in the text is neutral,food
4125,Try their plain pizza with fresh garlic or eggplant.,food,negative,2,0,which category in the text is negative,food
4126,Don't go there!,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
4127,Don't go there!,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
4128,Good luck getting a table.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
4129,Good luck getting a table.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
4130,"We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.",anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
4131,"We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
4132,Don't look down your nose at me like that...,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
4133,Don't look down your nose at me like that...,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
4134,Planet Thai is great!,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
4135,Planet Thai is great!,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
4136,The service is awful.,service,positive,0,0,which category in the text is positive,service
4137,The service is awful.,service,neutral,1,0,which category in the text is neutral,service
4138,Just don't do it.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
4139,Just don't do it.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
4140,Just ignore the trendy wannabes.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
4141,Just ignore the trendy wannabes.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
4142,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",food,neutral,1,0,which category in the text is neutral,food
4143,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",food,negative,2,0,which category in the text is negative,food
4144,"Trust me, it will be great, and all of it will be devoured in no time.",food,neutral,1,0,which category in the text is neutral,food
4145,"Trust me, it will be great, and all of it will be devoured in no time.",food,negative,2,0,which category in the text is negative,food
4146,My girlfiends and I ate at O.G. again last night.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
4147,My girlfiends and I ate at O.G. again last night.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
4148,I wish they had one near my office- I would go everyday.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
4149,I wish they had one near my office- I would go everyday.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
