,text,term,polarity,polarity_id,label
603,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",rolls,negative,2,0
604,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sake,neutral,1,0
605,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sake,negative,2,0
606,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",banana tempura,neutral,1,0
607,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",banana tempura,negative,2,0
608,Try their plain pizza with fresh garlic or eggplant.,plain pizza,neutral,1,0
609,Try their plain pizza with fresh garlic or eggplant.,plain pizza,negative,2,0
610,Try their plain pizza with fresh garlic or eggplant.,garlic,neutral,1,0
611,Try their plain pizza with fresh garlic or eggplant.,garlic,negative,2,0
612,Try their plain pizza with fresh garlic or eggplant.,eggplant,neutral,1,0
613,Try their plain pizza with fresh garlic or eggplant.,eggplant,negative,2,0
614,"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",servers,positive,0,0
615,"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",servers,neutral,1,0
616,Good luck getting a table.,getting a table,positive,0,0
617,Good luck getting a table.,getting a table,neutral,1,0
618,The service is awful.,service,positive,0,0
619,The service is awful.,service,neutral,1,0
620,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",takeout menu,neutral,1,0
621,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",takeout menu,negative,2,0
622,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",menu,neutral,1,0
623,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",menu,negative,2,0
624,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",italian dishes,neutral,1,0
625,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",italian dishes,negative,2,0
626,"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.",Thai food,positive,0,0
627,"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.",Thai food,negative,2,0
628,Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.,hostess,neutral,1,0
629,Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.,hostess,negative,2,0
630,The pizza is good though.,pizza,neutral,1,0
631,The pizza is good though.,pizza,negative,2,0
632,bottles of wine are cheap and good.,bottles of wine,neutral,1,0
633,bottles of wine are cheap and good.,bottles of wine,negative,2,0
634,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",beers,neutral,1,0
635,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",beers,negative,2,0
636,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",food,neutral,1,0
637,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",food,negative,2,0
638,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",pumkin tortelini,neutral,1,0
639,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",pumkin tortelini,negative,2,0
640,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",dish,neutral,1,0
641,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",dish,negative,2,0
642,They didn't give us the dinner special until we asked for it.,dinner special,positive,0,0
643,They didn't give us the dinner special until we asked for it.,dinner special,neutral,1,0
644,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,crabmeat lasagna,neutral,1,0
645,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,crabmeat lasagna,negative,2,0
646,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,chocolate bread pudding,neutral,1,0
647,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,chocolate bread pudding,negative,2,0
648,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,dessert,neutral,1,0
649,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,dessert,negative,2,0
650,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",pasta dishes,neutral,1,0
651,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",pasta dishes,negative,2,0
652,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",tiramisu,neutral,1,0
653,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",tiramisu,negative,2,0
654,Very good service and very good prices.,service,neutral,1,0
655,Very good service and very good prices.,service,negative,2,0
656,Very good service and very good prices.,prices,neutral,1,0
657,Very good service and very good prices.,prices,negative,2,0
